ComplaintID,Date,ServiceType,ServiceProvider,CustomerName,CustomerContact,Description,ResolutionStatus
7597,2023-07-04,Telecom,Etisalat,Robert Bradshaw,2349046161520,Field field boy lay modern suggest.,In Progress
5983,2022-02-17,Telecom,Airtel,Blake Perez,23480185964297,Adult keep stop.,Open
6455,2022-03-21,Telecom,MTN,Karen Singleton,23470338658688,Nation pay support month news government work.,In Progress
5196,2021-10-27,Telecom,MTN,Morgan Williams,23480948904742,Parent enough beyond old open.,Resolved
4575,2022-07-20,Telecom,Etisalat,Faith King,23481281074416,Listen investment picture black light find.,In Progress
9982,2022-03-24,Pay TV,MTN,Alice Gibbs,23480618594534,Result buy view new meet record.,In Progress
1276,2022-12-27,Telecom,Airtel,Kelly Patel,23490724474730,Add focus none class foreign experience either.,Open
7635,2022-08-16,Telecom,Glo,Holly Thompson,23470991239642,We attack guy every.,In Progress
9980,2022-09-12,Telecom,Glo,Joseph Evans,234701138212,It time forget big defense building.,In Progress
8331,2023-07-26,Pay TV,Etisalat,Micheal West,23490856285888,Discuss strong each itself expert whole professional financial.,Resolved
7293,2021-11-12,Pay TV,Glo,Theresa Williams,23480144057964,Ahead scene offer Congress clearly clear.,Resolved
613,2023-02-23,Telecom,Airtel,Dawn Miller,23470347047873,Actually discuss rather along may.,Resolved
2933,2022-08-05,Pay TV,Airtel,Jennifer Martin,23470945160609,Page modern deep.,In Progress
4744,2022-09-09,Pay TV,Airtel,Christina Edwards,23490144137804,Middle present suddenly address.,Resolved
714,2022-10-07,Pay TV,Glo,Jessica Wells,23490412046344,Popular say voice total research behind about.,In Progress
8411,2022-08-23,Telecom,Etisalat,Brandi Miller,23470206115931,Perform sing population provide state book several.,Resolved
8673,2022-07-05,Pay TV,Etisalat,Corey Burton,23470115262841,Newspaper me yeah.,Resolved
2462,2023-09-09,Telecom,Glo,Sarah Williams,23480208612170,Admit could idea where team body.,In Progress
8532,2022-06-20,Pay TV,MTN,Cheryl Lewis,2347094217583,Such positive box human difference girl.,Open
1048,2022-04-06,Pay TV,Glo,Jordan Blankenship,23481161465033,Meet week management southern billion may property public.,In Progress
5027,2023-01-23,Pay TV,Etisalat,Timothy Johnson,23481482417363,With realize speak professional bag fact.,Resolved
4056,2022-04-20,Telecom,MTN,Bobby Clark,23480187249620,Notice pressure to would to science.,In Progress
8062,2021-09-28,Telecom,Airtel,William Case,23481775054951,Ever daughter nor space.,In Progress
7665,2023-07-21,Telecom,Etisalat,James Dean,23490977183963,Paper hundred follow job season enjoy figure.,Resolved
5125,2023-05-11,Telecom,MTN,Timothy Wells,23480344845551,Degree data animal to street night.,Open
5222,2021-12-20,Pay TV,MTN,Barry Andrews,23480836981968,Majority bring about.,Resolved
7987,2022-06-02,Pay TV,Etisalat,Samantha Morrison,23480146813859,History present remember upon.,In Progress
9295,2022-10-31,Pay TV,Glo,Heather Aguilar,23481818088780,Wonder to push detail respond series detail view.,Resolved
359,2023-05-12,Telecom,Etisalat,Monique Grant,23481200572110,Major catch check.,Open
1387,2022-08-29,Pay TV,Etisalat,Cassandra Mcdonald,23481174927879,Step front send well close.,Resolved
1553,2022-03-31,Pay TV,Etisalat,Travis Haynes,23481521058292,Might hundred decide while administration daughter teach.,Resolved
2688,2023-08-22,Pay TV,MTN,Amanda Barry,23480176425200,Medical treatment direction kid finish senior.,In Progress
37,2023-05-19,Telecom,Glo,Christopher Mitchell,23470294575218,Hotel sport executive authority wait.,In Progress
9912,2022-12-29,Telecom,Glo,Cameron Nixon,23470946624550,Growth daughter determine yes current agree not amount.,In Progress
4867,2023-05-10,Telecom,Airtel,Katherine Patterson,23480609628864,Land upon matter wide international population.,In Progress
3295,2022-07-14,Pay TV,Etisalat,Curtis Spencer,23481861638933,Source difficult support enter focus.,In Progress
4811,2023-02-03,Pay TV,Glo,Cody Hood,23480870021594,All expect pretty now game sport.,Open
6924,2022-06-12,Telecom,Glo,Alexis Pruitt,23490547362271,Off focus life relationship finally laugh present.,Open
5611,2023-01-26,Telecom,Airtel,Matthew Tucker,23481411611715,Hope shoulder somebody himself heart body industry.,In Progress
6858,2022-03-14,Pay TV,Etisalat,Patrick Graham,23470887057455,Set few law leader.,Resolved
9796,2022-03-06,Telecom,Etisalat,Lisa Rich,23481968766023,This media public ago leader adult box.,Resolved
6016,2022-06-07,Pay TV,Etisalat,Jordan Wilkinson,23490797864314,Personal turn conference.,Open
9853,2023-08-13,Telecom,Glo,Rodney Dean,23470206522264,Last good station do.,Resolved
5728,2023-04-22,Pay TV,Airtel,Daniel Crawford,2348059796188,Personal to west family save plant.,In Progress
8025,2022-06-22,Telecom,Etisalat,Andrew Ross,23480634160609,School phone level bag usually seat.,Open
3902,2023-08-01,Telecom,Etisalat,Daniel Harvey,23481823890082,Position account military authority should east oil.,Resolved
5879,2023-01-02,Telecom,Glo,Douglas Lopez,23470877707648,Determine rate she less.,Resolved
8599,2023-06-07,Telecom,Etisalat,Miguel Reid,23481707027331,Hard start question worker president field memory.,Open
936,2022-07-23,Telecom,Etisalat,Marcus Wilson,23481283362728,Guess first black perhaps spend star one.,Open
3615,2022-04-11,Telecom,MTN,Christy Santiago,23481857192388,Detail season kitchen season whole suffer say.,Open
4221,2022-07-22,Telecom,MTN,Jack Thomas,23481203197448,Decision pressure west social model you.,Resolved
4219,2023-03-12,Pay TV,Glo,Brianna Harper,2347048976781,Million professional a collection much force.,In Progress
3479,2022-05-04,Pay TV,Glo,Danielle Juarez,23480851997515,Add natural how color.,In Progress
5381,2022-09-02,Pay TV,Etisalat,Mary Jordan,23470991863083,Find appear special sing.,In Progress
5647,2022-04-11,Pay TV,Airtel,Brian Garcia,23490852853416,Past leave traditional growth huge security baby stuff.,In Progress
2343,2021-09-24,Pay TV,Glo,Anthony Eaton,23481192721639,Include now mean final arrive full.,Resolved
4391,2022-07-20,Telecom,Etisalat,Dennis Dorsey,23480411880357,Until per Mr agent enough drug.,Resolved
6097,2023-05-07,Telecom,Glo,Rebecca Stevens,23470490928389,Yard public mind somebody pick image social end.,Resolved
2054,2023-07-06,Telecom,Airtel,Deborah Oneill,23470169136922,Magazine who color both buy start.,Open
9154,2023-01-07,Telecom,Etisalat,Teresa Calderon,23481562751224,Walk believe view reach.,Resolved
2989,2022-12-31,Pay TV,Etisalat,Megan Brown,23480447320821,Fine artist popular draw.,Resolved
7566,2021-10-28,Telecom,Airtel,William Fields,23470302260105,Enjoy public wonder that effort.,Resolved
3808,2022-12-09,Telecom,MTN,Haley Bonilla,23490799214646,Produce price upon top.,Resolved
2954,2022-09-07,Telecom,Glo,Misty Frey,23480824698721,They her believe end candidate.,Resolved
8153,2023-05-29,Pay TV,MTN,Gabriel Washington,23470538484667,Whom happy left night go help stage.,In Progress
7124,2023-05-02,Pay TV,Glo,Travis Wagner,23470593763319,Woman by program sign dinner.,Resolved
5902,2023-02-21,Telecom,Airtel,Nicole Livingston,2347097978093,Game generation nice activity wife possible role.,Open
316,2021-11-09,Telecom,Etisalat,John Austin,23470468895754,Ago western least degree fund.,Resolved
2354,2022-12-27,Pay TV,Glo,Daniel Jones,23490890296429,Born spring room.,Open
602,2021-12-25,Telecom,Glo,Erika Brown,23490131280643,Interesting job throughout number.,Open
8319,2021-10-10,Telecom,Etisalat,Benjamin Todd,23490879742846,Certainly person spend item they stop design.,Open
8408,2023-01-20,Telecom,Airtel,Brian Meyer,23470515543282,Hold serious participant yeah pull drive.,Open
7108,2022-12-26,Telecom,Airtel,Linda Robinson,23470156034064,Eye important officer.,Open
9902,2023-05-24,Telecom,Etisalat,Eduardo Hampton,23480408154627,Box write contain certain commercial describe might.,In Progress
6047,2023-06-24,Pay TV,MTN,Benjamin Brown,23480285408954,Red another team sister hear mouth time approach.,In Progress
8248,2023-07-14,Telecom,Etisalat,Mark Mercado,23481426111725,Marriage say career different stay evening.,Open
5282,2021-11-22,Telecom,Etisalat,Laurie Burton,23480879726345,Education state ahead level against.,Resolved
776,2022-08-22,Pay TV,Glo,Kevin Hartman,23481350044847,Appear thing trouble finish fast traditional last it.,Resolved
1775,2022-04-15,Telecom,MTN,Cassandra Valencia,23470133141224,Face phone staff source size.,Open
7437,2021-11-29,Telecom,Airtel,David Gibson,23480855257413,Ten condition and partner.,In Progress
8499,2023-08-10,Telecom,Airtel,Mrs. Amanda Page,23480452952392,He and imagine according.,In Progress
8311,2021-12-12,Pay TV,Airtel,Sabrina Collins,23480975034899,Beat interesting on.,In Progress
5165,2023-02-13,Telecom,Etisalat,Todd Marshall,23480453419437,Personal audience list game stay third.,Open
7402,2022-07-13,Pay TV,MTN,Jennifer Ramirez,23490754547290,Drive open my hope its next.,Resolved
564,2021-10-07,Telecom,Glo,Joshua Scott,23470284145446,Foreign design vote world for.,Open
1892,2022-05-17,Telecom,Etisalat,Jonathan Garcia,23470166251542,Board poor something everybody like everything right.,Resolved
631,2023-07-21,Pay TV,MTN,Jacqueline Jones,23470178491688,Total magazine person position.,Resolved
9807,2022-06-14,Telecom,MTN,Emily Golden,23470263709116,Great able case.,Resolved
4855,2022-09-23,Telecom,Etisalat,Lisa Fuentes,23490631790569,Street final know throughout lay drug.,Open
6957,2023-01-28,Pay TV,Airtel,Timothy Wilcox,23480208374746,Live cut exactly last data on.,In Progress
674,2021-10-19,Telecom,Airtel,Michael Cuevas,23490615838764,Generation senior which size order man kid.,In Progress
3900,2022-02-11,Telecom,Airtel,Evan Gibbs,23481855692573,Like charge significant development.,Open
2614,2022-09-28,Telecom,MTN,Kaitlyn Santiago,23490217734916,Guess role dog article.,Open
3599,2023-03-03,Telecom,Glo,Eileen Morgan,23481915931297,Card can build pass foot value.,In Progress
9085,2023-03-24,Pay TV,Etisalat,Jenna Foster,23470165254105,Carry source first under.,In Progress
5611,2021-11-29,Telecom,Glo,James Knight,23481709327506,Than everyone measure western entire father less.,Resolved
4653,2022-06-05,Telecom,Etisalat,Janet Nguyen,23470550310862,Receive great medical front beautiful.,Open
7495,2021-10-21,Telecom,MTN,John Maldonado,23470601697648,Painting manage yourself operation PM score learn.,Open
7481,2022-11-10,Telecom,Airtel,Andrea Miller,23481941223008,Much fight mission talk eight key.,Resolved
9630,2022-09-02,Pay TV,Etisalat,Anne Yoder,23490558104156,Of trouble summer pattern answer Mr however truth.,Open
2067,2023-07-31,Pay TV,MTN,Anna Brown,23470608060365,Difficult claim assume reduce lot test expert science.,In Progress
2705,2022-04-20,Telecom,Airtel,Nicholas Barry,23470213975147,Develop step level identify white provide her.,Open
8330,2022-12-05,Pay TV,Airtel,Jeffrey Green,23481370732199,Short star sense high seven mother.,Resolved
7634,2022-08-29,Pay TV,MTN,Amanda Contreras,23481762688090,Look develop and sit thousand rate.,Open
9145,2023-09-19,Telecom,Glo,John Hernandez,2348043345815,Sea situation short news religious serious property.,Resolved
254,2023-06-17,Telecom,Etisalat,Christopher Rowe,23490350001654,Design analysis into yet probably theory follow.,In Progress
3351,2023-04-02,Telecom,MTN,Amy Elliott,23490783097008,Staff public security very.,In Progress
6156,2023-09-20,Telecom,MTN,Julia Smith,23470990517512,Public whose fine ability raise coach.,Resolved
8087,2021-09-28,Telecom,Glo,Kenneth Holmes,23480305587031,Fill situation street group simple goal dinner product.,Resolved
6039,2023-05-17,Pay TV,Glo,Emily Allen,23490993961059,Which miss look theory environment only office.,Resolved
4263,2022-09-08,Pay TV,MTN,Curtis Garrett,2348181803336,Material focus thus boy.,Open
8427,2022-05-22,Pay TV,Glo,Douglas Lopez,23481441579031,Keep writer successful.,Open
9924,2023-03-30,Telecom,Glo,Benjamin Pearson,23481241506853,Environment give the enter wall into attention.,Resolved
1422,2021-11-23,Pay TV,MTN,Wesley Williams,23480170807645,Thousand federal my.,Open
4280,2023-08-27,Pay TV,Etisalat,Nathan Gonzalez,23490141229531,Deep rock none produce the try benefit.,Open
9237,2021-11-19,Pay TV,Glo,Teresa Shannon,23470322405655,Question sometimes without ahead Congress.,In Progress
5383,2022-09-28,Telecom,Glo,Alicia Holden,23490907793208,Close across hot sometimes.,In Progress
5977,2022-05-22,Pay TV,MTN,Jorge Thomas,23481284133866,Finish once clearly shoulder evidence.,Open
9770,2023-07-02,Pay TV,Etisalat,Karen Carey,23470192119419,Clear development board system walk its pull.,In Progress
9795,2022-07-19,Telecom,Etisalat,Robert Rivera,2349052322746,Whatever party such bag wide.,Resolved
6306,2022-03-16,Telecom,Airtel,Erika Jenkins,23470979514916,Mean be cause long television foot agreement.,Resolved
6456,2022-08-07,Telecom,Airtel,Robert White,23470279511424,American carry list indeed player you doctor.,Resolved
7931,2022-10-07,Telecom,Airtel,Kevin Johnson,23490317061198,Everything around arm at less care today.,In Progress
325,2023-03-30,Telecom,MTN,James Barnes,23480852199742,Laugh for leg medical green.,In Progress
1923,2021-10-31,Telecom,MTN,Jordan Cantu,23470888150194,Nation perhaps realize these pass glass per.,Open
6245,2022-10-09,Pay TV,Etisalat,Elizabeth Roman,2347088262134,Bill chair point career other government.,In Progress
7311,2022-12-02,Telecom,Airtel,Mario Ward,23490934775587,Help maybe something agency believe.,Resolved
7138,2022-10-29,Pay TV,Airtel,Donna Ruiz,23490955003664,Determine movement wife this international.,Resolved
4660,2021-10-23,Telecom,MTN,Barbara Garcia,23470138968531,Book month letter become foot section similar.,Resolved
5889,2023-08-09,Pay TV,Airtel,Kyle Gonzalez,23480946296126,By series their billion condition over start affect.,In Progress
4735,2023-06-18,Pay TV,MTN,Tiffany Moody,23490486726735,People focus use.,Open
2201,2023-02-18,Telecom,Etisalat,Teresa Miller,2347048587248,Mrs attorney author discussion show whom.,In Progress
1717,2021-11-28,Telecom,Etisalat,Jennifer Kane,23480479820326,Imagine standard management.,Open
9420,2022-10-17,Telecom,Airtel,Faith Garcia,23481484140986,Wrong together explain wife remember.,Resolved
6584,2022-03-18,Telecom,Etisalat,Kelly Palmer,23480344347554,Raise account individual opportunity.,In Progress
9296,2021-11-02,Telecom,Glo,Allison Gonzalez,23490253413158,Mother third including bit coach.,Resolved
1851,2022-03-08,Pay TV,Etisalat,Penny Bennett,234709666773,Month practice wear look.,Open
9628,2022-08-27,Pay TV,Glo,Christopher Guzman,23481318689590,Administration out office officer participant word between.,In Progress
1474,2023-01-03,Telecom,Airtel,Leslie George,23481651506647,Us call common short measure.,Open
2399,2022-08-16,Telecom,Etisalat,Jacob Evans,23470411664988,Decide subject north management population yeah.,Resolved
6489,2022-05-12,Telecom,Etisalat,Justin Mcdaniel,23490534796666,Have you mission admit only.,Resolved
84,2022-06-17,Telecom,MTN,John Monroe,23480596098321,High pick situation center community.,Open
9357,2021-11-17,Telecom,Glo,Evan Hayes,23480666304949,Evening clearly use.,Resolved
2194,2022-11-06,Telecom,Airtel,Samantha Davis,23490854503451,By history card yeah.,Resolved
6553,2023-08-28,Pay TV,Glo,Rebecca Howard DVM,2348134043514,Trial strong agency seat.,Open
4270,2023-06-18,Telecom,MTN,Jesse Gonzales,23470358966729,Nothing of bar use Republican black catch.,Resolved
5684,2022-11-09,Pay TV,Etisalat,Christopher Ortiz,23470570162163,Teacher audience marriage.,In Progress
4866,2023-09-04,Telecom,Airtel,Christina Bradley,2348143982040,After challenge deep walk national mention issue.,In Progress
356,2022-10-22,Pay TV,Etisalat,Ruth Norton,23470796565352,Voice attack who life.,In Progress
406,2022-08-01,Telecom,MTN,Madeline Smith,23480899017922,Culture health follow high argue happen piece.,Open
3770,2021-11-27,Pay TV,Airtel,Sherry Cherry,23480734475310,Thought field natural.,Resolved
1973,2022-06-06,Telecom,Glo,Ethan Lawrence MD,23490942221566,Discover increase time size fear sing.,Resolved
5059,2023-06-02,Telecom,Glo,James Garner,23480112767265,Nor maintain author particular moment.,In Progress
3970,2021-12-27,Pay TV,Glo,Anthony Shea,23481386996215,Agent trouble medical science pick let rest.,Resolved
3987,2022-03-04,Pay TV,Airtel,Rhonda Lopez,23481260539461,As section they sister.,Open
6052,2023-02-14,Pay TV,Glo,James Webster,234906509519,Plan even result just wonder board.,In Progress
